Título,Colecciones,Descripción,Estado audiovisual,Fecha,ID,Localidad,Lugar específico,Miniatura,País,Provincia,Slogan,URL,Verificado,Video,Videoxxx
Cena de camaradería de las Fuerzas Armadas,Fuerzas Armadas,,🔍 Buscar video,07/07/2008,CFK-20080707-01,,Edificio Libertador,,Argentina,Capital Federal,,,No,,
Apertura de ofertas para el Centro Cultural del Bicentenario,Bicentenario,,🔍 Buscar video,18/03/2008,CFK-20080318-02,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
Palabras de la Presidenta en acto homenaje al Dr. Norberto Centeno,Homenajes y conmemoraciones,,🔍 Buscar video,07/07/2008,CFK-20080707-02,,,,Argentina,Capital Federal,,,No,,
Firma de convenio para el programa de asistencia financiera para la pavimentación de áreas periurbanas de grandes ciudades,,,🔍 Buscar video,07/07/2008,CFK-20080707-03,,Casa de Gobierno,,Argentina,Capital Federal,,,No,,
Acto del llamado a licitación para la construcción de nuevas escuelas,,,🔍 Buscar video,08/07/2008,CFK-20080708-01,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
Licitación del ramal Puerto Deseado-Las Heras de la línea General Roca,,,🔍 Buscar video,08/07/2008,CFK-20080708-02,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
"192° aniversario de la declaración de la independencia ",9 de julio,,🔍 Buscar video,09/07/2008,CFK-20080709-01,San Miguel de Tucumán,,,Argentina,Tucumán,,,No,,
Presentación de la maestria en Defensa Nacional y Estrategia,Fuerzas Armadas,,🔍 Buscar video,10/07/2008,CFK-20080710-01,,Casa de Gobierno - Salón Blanco,,Argentina,Capital Federal,,,No,,
"Acto en José C. Paz, provincia de Buenos Aires",,,🔍 Buscar video,25/07/2008,CFK-20080725-01,José C. Paz,,,Argentina,Buenos Aires,,,No,,
Lanzamiento de la licitación de la obra de interconexión energética Comahue-Cuyo,,,🔍 Buscar video,18/01/2008,CFK-20080118-01,,Casa de Gobierno,,Argentina,Capital Federal,,,No,,
Conmemoración del 56° aniversario del fallecimiento de Evita,Evita,,🔍 Buscar video,25/07/2008,CFK-20080725-02,Berazategui,,,Argentina,Buenos Aires,,,No,,
"Disertación en la V Cumbre ALC-UE en el panel sobre “Pobreza, desigualdad e inclusión”",Cumbre América Latina y el Caribe - Unión Europea,,🔍 Buscar video,16/05/2008,CFK-20080516-01,Lima,,,Perú,,,,No,,
Anuncio de obras de pavimentación en el municipio de Ezeiza,,,🔍 Buscar video,28/07/2008,CFK-20080728-01,Ezeiza,,,Argentina,Buenos Aires,,,No,,
"Inauguración de un frigorífico en Pontevedra, Merlo, provincia de Buenos Aires",,,🔍 Buscar video,11/07/2008,CFK-20080711-01,Merlo,,,Argentina,Buenos Aires,,,No,,
Inauguración de nueva turbina en la Central Térmica Güemes,,,🔍 Buscar video,29/07/2008,CFK-20080729-01,General Güemes,,,Argentina,Salta,,,No,,
Presentación de la línea de financiamiento para la producción nacional de la vacuna triple bacteriana,,,🔍 Buscar video,14/07/2008,CFK-20080714-01,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
Presentación de la encuesta sobre drogadicción realizada por el Ministerio del Justicia,,,🔍 Buscar video,30/07/2008,CFK-20080730-01,,Ministerio de Justicia,,Argentina,Buenos Aires,,,No,,
Palabras después de terminado acto inauguración aeropuerto de Resistencia,Conferencias de prensa y entrevistas,,🔍 Buscar video,17/07/2008,CFK-20080717-01,Resistencia,,,Argentina,Chaco,,,No,,
Inauguración de obras en el aeropuerto de Resistencia,,,🔍 Buscar video,17/07/2008,CFK-20080717-02,Resistencia,,,Argentina,Chaco,,,No,,
Firma de convenio con la municipalidad de San Martin,,,🔍 Buscar video,31/07/2008,CFK-20080731-01,San Martín,,,Argentina,Buenos Aires,,,No,,
Almuerzo con el presidente de Lituania,Visitas de mandatarios extranjeros,,🔍 Buscar video,18/07/2008,CFK-20080718-01,,Palacio San Martín,,Argentina,Capital Federal,,,No,,
Firma del convenio de política de salud para poblaciones carcelarias,,,🔍 Buscar video,31/07/2008,CFK-20080731-02,,Ministerio de Salud,,Argentina,Capital Federal,,,No,,
"Recibimiento del presidente de Guinea Ecuatorial, Obiang Nguema Mbasogo y la comitiva que le acompaña, a la Casa Rosada",Visitas de mandatarios extranjeros,,🔍 Buscar video,13/02/2008,CFK-20080213-01,,Casa de Gobierno - Salón Blanco,,Argentina,Capital Federal,,,No,,
"Firma de convenios con el Presidente de Lituania, Valdas Adamkus",Visitas de mandatarios extranjeros,,🔍 Buscar video,18/07/2008,CFK-20080718-02,,Casa de Gobierno - Salón Blanco,,Argentina,Capital Federal,,,No,,
Firma del acta acuerdo de transferencia al estado nacional de Aerolíneas Argentinas,Aerolíneas Argentinas,,🔍 Buscar video,21/07/2008,CFK-20080721-01,,Casa de Gobierno - Salón Blanco,,Argentina,Capital Federal,,,No,,
Inauguración suministro gasífero en Berazategui,,,🔍 Buscar video,22/07/2008,CFK-20080722-01,Berazategui,,,Argentina,Buenos Aires,,,No,,
Conferencia de prensa en la residencia de Olivos,Conferencias de prensa y entrevistas,,🔍 Buscar video,02/08/2008,CFK-20080802-01,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
Firma de acuerdo entre la provincia de Entre Ríos y el Banco de la Nación Argentina para dar solución definitiva a las deudas de productores agropecuarios,,,🔍 Buscar video,23/07/2008,CFK-20080723-01,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
Entrega de becas universitarias para carreras tecnológicas,,,🔍 Buscar video,24/07/2008,CFK-20080724-01,,Ministerio de Educación,,Argentina,Capital Federal,,,No,,
Visita al partido de Almirante Brown,,,🔍 Buscar video,04/08/2008,CFK-20080804-05,Almirante Brown,,,Argentina,Buenos Aires,,,No,,
Almuerzo en honor al presidente de Brasil Lula Da Silva,Visitas de mandatarios extranjeros,,🔍 Buscar video,04/08/2008,CFK-20080804-02,,Palacio San Martín,,Argentina,Capital Federal,,,No,,
Presentación del programa de Políticas Ambientales Territoriales,,,🔍 Buscar video,13/06/2008,CFK-20080613-01,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
Inauguración Central Termoeléctrica Manuel Belgrano,,,🔍 Buscar video,18/03/2008,CFK-20080318-01,Campana,,,Argentina,Buenos Aires,,,No,,
Visita al Instituto Nacional de Tecnología Industrial,,,🔍 Buscar video,13/08/2008,CFK-20080813-01,San Martín,Instituto Nacional de Tecnología Industrial,,Argentina,Buenos Aires,,,No,,
Adjudicación del soterramiento del corredor ferroviario Caballito-Moreno de la línea Sarmiento,,,🔍 Buscar video,23/01/2008,CFK-20080123-01,,Casa de Gobierno,,Argentina,Capital Federal,,,No,,
"Anuncio de obras para Malvinas Argentinas, Buenos Aires",,,🔍 Buscar video,19/08/2008,CFK-20080819-01,Malvinas Argentinas,,,Argentina,Buenos Aires,,,No,,
Puesta en marcha del programa nacional “Jóvenes Padre Mugica”,,,🔍 Buscar video,20/08/2008,CFK-20080820-02,Mar del Plata,,,Argentina,Buenos Aires,,,No,,
Visita al aeropuerto internacional de Mar del Plata “Astor Piazzola”,,,🔍 Buscar video,20/08/2008,CFK-20080820-01,Mar del Plata,,,Argentina,Buenos Aires,,,No,,
Firma de convenios para obras de mejoras de infraestructura y programas de capacitación laboral,,,🔍 Buscar video,20/08/2008,CFK-20080820-03,Mar del Plata,,,Argentina,Buenos Aires,,,No,,
"Visita a Frías, Santiago del Estero",,,🔍 Buscar video,22/08/2008,CFK-20080822-01,Frías,,,Argentina,Santiago del Estero,,,No,,
"Visita al Club Deportivo La Unión, en Chaco",,,🔍 Buscar video,25/08/2008,CFK-20080825-01,Roque Sáenz Peña,Club Deportivo La Unión,,Argentina,Chaco,,,No,,
"Visita a la escuela EGB1010 de Roque Saénz Peña, Chaco",,,🔍 Buscar video,25/08/2008,CFK-20080825-02,Roque Sáenz Peña,,,Argentina,Chaco,,,No,,
Presentación del nuevo modelo Citröen C4 y visita a la planta automotriz de Peugeot,,,🔍 Buscar video,26/08/2008,CFK-20080826-01,Tres de Febrero,,,Argentina,Buenos Aires,,,No,,
"Intervenciones en la cumbre presidencial ALC-UE ",Cumbre América Latina y el Caribe - Unión Europea,,🔍 Buscar video,17/05/2008,CFK-20080517-01,Lima,,,Perú,,,,No,,
Presentación de la ley 26355 de marca colectiva,,,🔍 Buscar video,27/08/2008,CFK-20080827-02,,Jefatura de gabinete,,Argentina,Capital Federal,,,No,,
"Firma de inicio de obras autovía Trelew-Puerto Madryn, en el Salón Sur",,,🔍 Buscar video,13/02/2008,CFK-20080213-02,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
Homenaje a víctimas del bombardeo a Plaza de Mayo,Homenajes y conmemoraciones,,🔍 Buscar video,17/06/2008,CFK-20080617-01,,Casa de Gobierno - Salón Blanco,,Argentina,Capital Federal,,,No,,
Firma de contrato para la construcción de la autopista Córdoba-Rosario,Viajes al exterior,,🔍 Buscar video,09/09/2008,CFK-20080909-01,,Correo Central,,Argentina,Capital Federal,,,No,,
Entrega de certificados del programa municipios y comunidades saludables,,,🔍 Buscar video,15/04/2008,CFK-20080415-02,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
Inauguración Feria del Libro de Santiago,Viajes al exterior,,🔍 Buscar video,30/10/2009,CFK-20091030-01,Santiago,,,Chile,,,,No,,
"Anuncio de la creación de un polo científico tecnológico, en el predio de las ex bodegas Giol, en Palermo",,,🔍 Buscar video,23/01/2008,CFK-20080123-02,,Casa de Gobierno,,Argentina,Capital Federal,,,No,,
"Conmemoración del 86° aniversario de la ciudad de Gobernador Gregores, Santa Cruz",,,🔍 Buscar video,19/03/2008,CFK-20080319-02,Gobernador Gregores,,,Argentina,Santa Cruz,,,No,,
"Declaraciones a la prensa en Lanús, Buenos Aires",Conferencias de prensa y entrevistas,,🔍 Buscar video,13/01/2010,CFK-20100113-01,Lanús,,,Argentina,Buenos Aires,,,No,,
131º aniversario del Lago Argentino,,,🔍 Buscar video,15/02/2008,CFK-20080215-01,El Calafate,,,Argentina,Santa Cruz,,,No,,
Acto de egresados del Instituto del Servicio Exterior de la Nación,,,🔍 Buscar video,26/10/2009,CFK-20091026-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
"Inauguración de una planta de tratamiento de líquidos cloacales, en Villa Carlos Paz, en Córdoba",,,🔍 Buscar video,24/01/2008,CFK-20080124-01,Villa Carlos Paz,,,Argentina,Córdoba,,,No,,
Acto de inauguración de la Casa del Bicentenario,Bicentenario,,🔍 Buscar video,16/03/2010,CFK-20100316-01,,Casa del Bicentenario,,Argentina,Capital Federal,,,No,,
Acto por la Democracia en Plaza de Mayo,Acto partidario,,🔍 Buscar video,18/06/2008,CFK-20080618-01,,Plaza de Mayo,,Argentina,Capital Federal,,,No,,
Conferencia conjunta con el Presidente de Uruguay,Viajes al exterior,,🔍 Buscar video,02/08/2011,CFK-20110802-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
"Inauguración de viviendas y obras de infraestructura en San Fernando, Buenos Aires",,,🔍 Buscar video,25/03/2009,CFK-20090325-01,San Fernando,,,Argentina,Buenos Aires,,,No,,
"Visita a Berazategui, Buenos Aires",,,🔍 Buscar video,05/08/2008,CFK-20080805-02,Berazategui,,,Argentina,Buenos Aires,,,No,,
"Declaración de prensa conjunta con la Presidenta de Brasil en el Palacio Planalto, Brasilia",Conferencias de prensa y entrevistas,,🎥 Video disponible,29/07/2011,CFK-20110729-01,Brasilia,Palacio Planalto,,Brasil,,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110729-01.mp4""",
Almuerzo en honor al Presidente de la República Bolivariana de Venezuela,Visitas de mandatarios extranjeros,,🎥 Video disponible,29/03/2011,CFK-20110329-01,,Palacio San Martín,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110329-01.mp4""",
Presentación del programa de asistencia apícola,,,🔍 Buscar video,11/06/2009,CFK-20090611-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
"Firma de convenios con municipios del conurbano bonaerense, en el marco del programa de uso racional y eficiente de energía",,,🔍 Buscar video,19/02/2008,CFK-20080219-01,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
"Firma del convenio de Asignación Familiar por Hijo para las provincias de Corrientes, Santiago del Estero, Chaco, Misiones y Formosa",,,🔍 Buscar video,24/11/2009,CFK-20091124-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Encuentro con ejecutivos del NASDAQ,Viajes al exterior,,🔍 Buscar video,22/09/2008,CFK-20080922-01,Nueva York,,,Estados Unidos,,,,No,,
Inauguración de planta de tratamiento en la mina Martha en Gobernador Gregores,,,🔍 Buscar video,19/03/2008,CFK-20080319-01,Gobernador Gregores,,,Argentina,Santa Cruz,,,No,,
Firma de obras habitacionales para las provincias de la región de Cuyo,,,🔍 Buscar video,19/05/2008,CFK-20080519-01,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
"Apertura de ofertas económicas para el gasoducto NEA con la presencia del presidente de la República de Bolivia, Evo Morales",,,🔍 Buscar video,25/01/2008,CFK-20080125-01,,Casa de Gobierno - Salón Blanco,,Argentina,Capital Federal,,,No,,
Visita a Almirante Brown,,,🔍 Buscar video,03/06/2009,CFK-20090603-01,Almirante Brown,,,Argentina,Buenos Aires,,,No,,
Entrega de patrulleros y motos a la policía,,,🔍 Buscar video,19/02/2008,CFK-20080219-02,Palermo,,,Argentina,Capital Federal,,,No,,
Conferencia de prensa conjunta con Lula Da Silva después del encuentro de empresarios de ambas naciones,Viajes al exterior,,🔍 Buscar video,20/03/2009,CFK-20090320-02,San Pablo,,,Brasil,,,,No,,
Entrega de viviendas para Pablo Podestá,,,🔍 Buscar video,19/06/2008,CFK-20080619-01,Tres de Febrero,,,Argentina,Buenos Aires,,,No,,
Acto de cierre del Congreso metalúrgico 2011,,,🎥 Video disponible,04/08/2011,CFK-20110804-01,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110804-01.mp4""",
Firma del convenio entre AYSA y municipios del conurbano bonaerense,,,🔍 Buscar video,27/03/2008,CFK-20080325-01,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
Anuncio de obras para La Plata,,,🔍 Buscar video,08/05/2009,CFK-20090508-01,La Plata,,,Argentina,Buenos Aires,,,No,,
Firma de contrato para la construcción de colectores cloacales y estación elevadora Moreno,,,🔍 Buscar video,20/02/2008,CFK-20080220-01,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
Palabras en la Bolsa de Comercio de Rosario,,,🔍 Buscar video,18/08/2010,CFK-20100818-01,Rosario,Bolsa de Comercio de Rosario,,Argentina,Santa Fe,,,No,,
Encuentro birregional de la COPPPA-INCAPP,,,🔍 Buscar video,31/07/2009,CFK-20090731-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
"Apertura de la licitación presa de embalse ""El Bolsón”",,,🔍 Buscar video,28/01/2008,CFK-20080128-01,,Casa de Gobierno - Salón Blanco,,Argentina,Capital Federal,,,No,,
Encuentro en Parque Norte,Acto partidario,,🔍 Buscar video,27/03/2008,CFK-20080327-01,,Parque Norte,,Argentina,Capital Federal,,,No,,
"Almuerzo ofrecido en honor del presidente de la Republica Federativa del Brasil, Luiz Inacio ""Lula"" da Silva",Visitas de mandatarios extranjeros,,🔍 Buscar video,22/02/2008,CFK-20080222-01,,Palacio San Martín,,Argentina,Capital Federal,,,No,,
"Inauguración de la planta potabilizadora, El Calafate, provincia de Santa Cruz",,,🎥 Video disponible,28/01/2011,CFK-20110128-01,El Calafate,,,Argentina,Santa Cruz,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110128-01.mp4""",
Licitación para la radicación de una planta productora de vacuna contra la Gripe A,,,🔍 Buscar video,29/12/2009,CFK-20091229-01,,Casa de Gobierno - Salón de los Científicos,,Argentina,Capital Federal,,,No,,
Conmemoración del Día de la Bandera,20 de junio,,🔍 Buscar video,20/06/2008,CFK-20080620-01,Hurlingham,,,Argentina,Buenos Aires,,,No,,
Visita al dique Los Caracoles,,,🔍 Buscar video,08/08/2008,CFK-20080808-01,San Juan,,,Argentina,San Juan,,,No,,
Inauguración de la sede Caseros II de la Universidad de Tres de Febrero,Universidades Nacionales,,🔍 Buscar video,28/03/2008,CFK-20080328-01,Tres de Febrero,Universidad Nacional de Tres de Febrero,,Argentina,Buenos Aires,,,No,,
"Firma de convenio con municipios del conurbano bonaerense del ""programa del uso racional y eficiente de la energía”",,,🔍 Buscar video,29/01/2008,CFK-20080129-01,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
La Presidenta tomó promesa de lealtad a la Bandera,20 de junio,,🔍 Buscar video,20/06/2008,CFK-20080620-02,Hurlingham,,,Argentina,Buenos Aires,,,No,,
Anuncio medidas sector agropecuario,,,🔍 Buscar video,31/03/2008,CFK-20080331-01,,Casa de Gobierno - Salón Blanco,,Argentina,Capital Federal,,,No,,
Presentación del proyecto de ley de desarrollo y consolidación de sector autopartista nacional,,,🔍 Buscar video,20/05/2008,CFK-20080520-01,,Casa de Gobierno - Salón Blanco,,Argentina,Capital Federal,,,No,,
Lanzamiento del programa para el desarrollo de la industria autopartista nacional,,,🔍 Buscar video,29/04/2010,CFK-20100429-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Anuncio del Programa de Apoyo para el Desarrollo de la Infraestructura para la Educación Superior,,,🔍 Buscar video,12/05/2009,CFK-20090512-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Inicio del Ciclo Lectivo 2011,,,🎥 Video disponible,28/02/2011,CFK-20110228-01,Marcos Paz,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110228-01.mp4""",
Declaraciones a los periodistas al término del acto apertura de sobres en Calafate,Conferencias de prensa y entrevistas,,🔍 Buscar video,12/03/2010,CFK-20100312-01,El Calafate,,,Argentina,Santa Cruz,,,No,,
"Inauguración del centro comercial Las Toscas en Ezeiza, Buenos Aires",,,🔍 Buscar video,19/12/2008,CFK-20081219-02,Ezeiza,,,Argentina,Buenos Aires,,,No,,
Firma de convenio con el Banco Internacional de Reconstrucción y Fomento destinado a obras viales para Corrientes,,,🔍 Buscar video,23/06/2008,CFK-20080623-01,,Casa de Gobierno,,Argentina,Capital Federal,,,No,,
Presentación del programa de inclusión social en La Matanza,,,🔍 Buscar video,23/12/2009,CFK-20091223-01,La Matanza,,,Argentina,Buenos Aires,,,No,,
Teleconferencia con Coronel Suarez y General Lamadrid,,,🔍 Buscar video,18/02/2009,CFK-20090218-02,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
Entrega del Premio de la Unesco a Estela de Carlotto,Viajes al exterior,,🎥 Video disponible,14/09/2011,CFK-20110914-01,Paris,Sede de la UNESCO,,Francia,,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110914-01.mp4""",
"Ceremonia de declaración de Huésped Ilustre de la ciudad de Santiago, Chile",Viajes al exterior,,🔍 Buscar video,29/10/2009,CFK-20091029-01,Santiago,,,Chile,,,,No,,
Inauguración de un hospital en la ciudad tucumana de Aguilares,,,🔍 Buscar video,15/04/2008,CFK-20080415-01,Aguilares,,,Argentina,Tucumán,,,No,,
